"","PROBEID","SYMBOL","ENTREZID","GENENAME"
"48361","239111_at","PRDM8","56978","PR/SET domain 8"
"48362","239112_at","NA","NA","NA"
"48363","239113_at","CT66","100507468","cancer/testis associated transcript 66"
"48364","239114_at","NA","NA","NA"
"48365","239115_at","TMED3","23423","transmembrane p24 trafficking protein 3"
"48366","239116_at","ANKRD10","55608","ankyrin repeat domain 10"
"48367","239117_at","NA","NA","NA"
"48368","239118_at","KCNA2","3737","potassium voltage-gated channel subfamily A member 2"
"48369","239119_at","DNAJC3-DT","100289274","DNAJC3 divergent transcript"
"48370","239120_at","TMEM51-AS1","200197","TMEM51 antisense RNA 1"
"48371","239121_at","NA","NA","NA"
"48372","239122_at","NA","NA","NA"
"48373","239123_at","TSC22D1","8848","TSC22 domain family member 1"
"48374","239124_at","NA","NA","NA"
"48375","239125_at","SLC25A5-AS1","100303728","SLC25A5 antisense RNA 1"
"48376","239126_at","CIRBP-AS1","148046","CIRBP antisense RNA 1"
"48377","239127_at","NA","NA","NA"
"48378","239128_at","TMEM221","100130519","transmembrane protein 221"
"48379","239129_at","NA","NA","NA"
"48380","239130_at","MIR101-1, MIR3671","406893, 100500854","microRNA 101-1, microRNA 3671"
"48381","239131_at","NA","NA","NA"
"48382","239132_at","NOS1","4842","nitric oxide synthase 1"
"48383","239133_at","CTDSPL2","51496","CTD small phosphatase like 2"
"48384","239134_at","NA","NA","NA"
"48385","239135_at","CPPED1","55313","calcineurin like phosphoesterase domain containing 1"
"48386","239136_at","UNC5B-AS1","728978","UNC5B antisense RNA 1"
"48387","239137_x_at","LINC03040","221416","long intergenic non-protein coding RNA 3040"
"48388","239138_at","NAA50","80218","N-alpha-acetyltransferase 50, NatE catalytic subunit"
"48389","239139_at","CPNE9","151835","copine family member 9"
"48390","239140_at","NA","NA","NA"
"48391","239141_at","LEISA1","100126784","lncRNA enhancing IL-6/STAT3 signaling activation 1"
"48392","239142_at","RFESD","317671","Rieske Fe-S domain containing"
"48393","239143_x_at","RNF138","51444","ring finger protein 138"
"48394","239144_at","B3GAT2","135152","beta-1,3-glucuronyltransferase 2"
"48395","239145_at","ZNF414","84330","zinc finger protein 414"
"48396","239146_at","CLDND1","56650","claudin domain containing 1"
"48397","239147_at","ARSK","153642","arylsulfatase family member K"
"48398","239148_at","MARVELD3","91862","MARVEL domain containing 3"
"48399","239149_at","NA","NA","NA"
"48400","239150_at","SNTN","132203","sentan, cilia apical structure protein"
"48401","239151_at","BMS1P1","399761","BMS1 pseudogene 1"
"48402","239152_at","NA","NA","NA"
"48403","239153_at","HOTAIR","100124700","HOX transcript antisense RNA"
"48404","239154_at","NA","NA","NA"
"48405","239155_at","CXADR","1525","CXADR Ig-like cell adhesion molecule"
"48406","239156_at","NA","NA","NA"
"48407","239157_at","ZSCAN12P1","221584","zinc finger and SCAN domain containing 12 pseudogene 1"
"48408","239158_at","NA","NA","NA"
"48409","239159_at","GOSR2","9570","golgi SNAP receptor complex member 2"
"48410","239160_at","NA","NA","NA"
"48411","239161_at","FDX1","2230","ferredoxin 1"
"48412","239162_at","NA","NA","NA"
"48413","239163_at","UBE2B","7320","ubiquitin conjugating enzyme E2 B"
"48414","239164_at","NA","NA","NA"
"48415","239165_at","NA","NA","NA"
"48416","239166_at","NA","NA","NA"
"48417","239167_at","LOC105377320","105377320","uncharacterized LOC105377320"
"48418","239168_at","SILC1","150622","sciatic injury induced lincRNA upregulator of SOX11"
"48419","239169_at","RDM1","201299","RAD52 motif containing 1"
"48420","239170_at","ACTR3","10096","actin related protein 3"
"48421","239171_at","NA","NA","NA"
"48422","239172_x_at","NA","NA","NA"
"48423","239173_at","PATJ","10207","PATJ crumbs cell polarity complex component"
"48424","239174_at","LOC100505912","100505912","uncharacterized LOC100505912"
"48425","239175_at","NA","NA","NA"
"48426","239176_at","NA","NA","NA"
"48427","239177_at","IRGQ","126298","immunity related GTPase Q"
"48428","239178_at","FGF9","2254","fibroblast growth factor 9"
"48429","239179_at","CAMK2G","818","calcium/calmodulin dependent protein kinase II gamma"
"48430","239180_at","MMP25-AS1","100507419","MMP25 antisense RNA 1"
"48431","239181_at","CYP2R1","120227","cytochrome P450 family 2 subfamily R member 1"
"48432","239182_at","HAGLR","401022","HOXD antisense growth-associated long non-coding RNA"
"48433","239183_at","ANGPTL1","9068","angiopoietin like 1"
"48434","239184_at","NA","NA","NA"
"48435","239185_at","ABCA9","10350","ATP binding cassette subfamily A member 9"
"48436","239186_at","SERPINB9P1","221756","serpin family B member 9 pseudogene 1"
"48437","239187_at","DCAF16","54876","DDB1 and CUL4 associated factor 16"
"48438","239188_at","PPP2R3C","55012","protein phosphatase 2 regulatory subunit B''gamma"
"48439","239189_at","CASKIN1","57524","CASK interacting protein 1"
"48440","239190_at","VRK3","51231","VRK serine/threonine kinase 3"
"48441","239191_at","NA","NA","NA"
"48442","239192_at","PARD3B","117583","par-3 family cell polarity regulator beta"
"48443","239193_at","FUBP3","8939","far upstream element binding protein 3"
"48444","239194_at","DNAJC30","84277","DnaJ heat shock protein family (Hsp40) member C30"
"48445","239195_at","LOC105371703","105371703","uncharacterized LOC105371703"
"48446","239196_at","ANKRD22","118932","ankyrin repeat domain 22"
"48447","239197_s_at","EZH1","2145","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"48448","239198_at","EZH1","2145","enhancer of zeste 1 polycomb repressive complex 2 subunit"
"48449","239199_at","NA","NA","NA"
"48450","239200_at","NA","NA","NA"
"48451","239201_at","CDK15","65061","cyclin dependent kinase 15"
"48452","239202_at","RAB3B","5865","RAB3B, member RAS oncogene family"
"48453","239203_at","LSMEM1","286006","leucine rich single-pass membrane protein 1"
"48454","239204_at","ZNF75A","7627","zinc finger protein 75a"
"48455","239205_s_at","CR1, CR1L","1378, 1379","complement C3b/C4b receptor 1 (Knops blood group), complement C3b/C4b receptor 1 like"
"48456","239206_at","CR1L","1379","complement C3b/C4b receptor 1 like"
"48457","239207_at","KDM5C","8242","lysine demethylase 5C"
"48458","239208_s_at","YBEY","54059","ybeY metalloendoribonuclease"
"48459","239209_at","NA","NA","NA"
"48460","239210_at","NA","NA","NA"
"48461","239211_at","LOC105371414","105371414","uncharacterized LOC105371414"
"48462","239212_at","LTV1","84946","LTV1 ribosome biogenesis factor"
"48463","239213_at","SERPINB1","1992","serpin family B member 1"
"48464","239214_at","NA","NA","NA"
"48465","239215_at","LOC100289495","100289495","uncharacterized LOC100289495"
"48466","239216_at","TEKT1","83659","tektin 1"
"48467","239217_x_at","ABCC3","8714","ATP binding cassette subfamily C member 3"
"48468","239218_at","PDE1C","5137","phosphodiesterase 1C"
"48469","239219_at","AURKB","9212","aurora kinase B"
"48470","239220_at","NA","NA","NA"
"48471","239221_at","ADGRA1","84435","adhesion G protein-coupled receptor A1"
"48472","239222_at","SPACA9","11092","sperm acrosome associated 9"
"48473","239223_s_at","FBXL20","84961","F-box and leucine rich repeat protein 20"
"48474","239224_at","FBXL20","84961","F-box and leucine rich repeat protein 20"
"48475","239225_at","NA","NA","NA"
"48476","239226_at","NA","NA","NA"
"48477","239227_at","NA","NA","NA"
"48478","239228_at","NA","NA","NA"
"48479","239229_at","PHEX","5251","phosphate regulating endopeptidase X-linked"
"48480","239230_at","HES5","388585","hes family bHLH transcription factor 5"
"48481","239231_at","ZNF101","94039","zinc finger protein 101"
"48482","239232_at","MSI2","124540","musashi RNA binding protein 2"
"48483","239233_at","CCDC88A","55704","coiled-coil domain containing 88A"
"48484","239234_at","NA","NA","NA"
"48485","239235_at","NA","NA","NA"
"48486","239236_at","NA","NA","NA"
"48487","239237_at","TRG-AS1","100506776","T cell receptor gamma locus antisense RNA 1"
"48488","239238_at","NA","NA","NA"
"48489","239239_at","BANCR","100885775","BRAF-activated non-protein coding RNA"
"48490","239240_at","NA","NA","NA"
"48491","239241_at","TMEM123-DT","101928424","TMEM123 divergent transcript"
"48492","239242_at","SLC25A5-AS1","100303728","SLC25A5 antisense RNA 1"
"48493","239243_at","ZNF638","27332","zinc finger protein 638"
"48494","239244_at","NA","NA","NA"
"48495","239245_at","NA","NA","NA"
"48496","239246_at","FARP1","10160","FERM, ARH/RhoGEF and pleckstrin domain protein 1"
"48497","239247_at","NA","NA","NA"
"48498","239248_at","SDCBP2-AS1","100507495","SDCBP2 antisense RNA 1"
"48499","239249_at","BCL6","604","BCL6 transcription repressor"
"48500","239250_at","ZNF542P","147947","zinc finger protein 542, pseudogene"
"48501","239251_at","NA","NA","NA"
"48502","239252_at","COX7B","1349","cytochrome c oxidase subunit 7B"
"48503","239253_at","NA","NA","NA"
"48504","239254_at","CCDC40","55036","coiled-coil domain containing 40"
"48505","239255_at","NA","NA","NA"
"48506","239256_at","NA","NA","NA"
"48507","239257_at","MOV10L1","54456","Mov10 like RISC complex RNA helicase 1"
"48508","239258_at","NA","NA","NA"
"48509","239259_at","ZNF557","79230","zinc finger protein 557"
"48510","239260_at","CORIN","10699","corin, serine peptidase"
"48511","239261_s_at","CORIN","10699","corin, serine peptidase"
"48512","239262_at","NA","NA","NA"
"48513","239263_at","NA","NA","NA"
"48514","239264_at","NA","NA","NA"
"48515","239265_at","SLC35G1","159371","solute carrier family 35 member G1"
"48516","239266_at","NA","NA","NA"
"48517","239267_at","NEK6","10783","NIMA related kinase 6"
"48518","239268_at","NDUFS1","4719","NADH:ubiquinone oxidoreductase core subunit S1"
"48519","239269_at","NEAT1","283131","nuclear paraspeckle assembly transcript 1"
"48520","239270_at","PLCXD3","345557","phosphatidylinositol specific phospholipase C X domain containing 3"
"48521","239271_at","SMAD2","4087","SMAD family member 2"
"48522","239272_at","MMP28","79148","matrix metallopeptidase 28"
"48523","239273_s_at","MMP28","79148","matrix metallopeptidase 28"
"48524","239274_at","NA","NA","NA"
"48525","239275_at","FRMPD2, FRMPD2B","143162, 728798","FERM and PDZ domain containing 2, FERM and PDZ domain containing 2B, pseudogene"
"48526","239276_at","LOC105375785","105375785","uncharacterized LOC105375785"
"48527","239277_at","NA","NA","NA"
"48528","239278_at","BCAS4","55653","breast carcinoma amplified sequence 4"
"48529","239279_at","CRYZL2P","730102","crystallin zeta like 2, pseudogene"
"48530","239280_at","NA","NA","NA"
"48531","239281_at","ZDHHC14","79683","zinc finger DHHC-type palmitoyltransferase 14"
"48532","239282_at","CEP83","51134","centrosomal protein 83"
"48533","239283_at","TMED5","50999","transmembrane p24 trafficking protein 5"
"48534","239284_at","LL0XNC01-250H12.3","100506901","uncharacterized LL0XNC01-250H12.3"
"48535","239285_at","NA","NA","NA"
"48536","239286_at","CDH11","1009","cadherin 11"
"48537","239287_at","LINC01857","102724714","long intergenic non-protein coding RNA 1857"
"48538","239288_at","TNIK","23043","TRAF2 and NCK interacting kinase"
"48539","239289_x_at","FAN1","22909","FANCD2 and FANCI associated nuclease 1"
"48540","239290_at","FRMPD4","9758","FERM and PDZ domain containing 4"
"48541","239291_at","TRPM3","80036","transient receptor potential cation channel subfamily M member 3"
"48542","239292_at","NA","NA","NA"
"48543","239293_at","NRSN1","140767","neurensin 1"
"48544","239294_at","PIK3CG","5294","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma"
"48545","239295_at","SRSF12","135295","serine and arginine rich splicing factor 12"
"48546","239296_at","NA","NA","NA"
"48547","239297_at","TRMT9B","57604","tRNA methyltransferase 9B (putative)"
"48548","239298_at","NA","NA","NA"
"48549","239299_at","DDI1","414301","DNA damage inducible 1 homolog 1"
"48550","239300_at","PIK3C3","5289","phosphatidylinositol 3-kinase catalytic subunit type 3"
"48551","239301_at","NA","NA","NA"
"48552","239302_s_at","MAP3K2-DT","100506922","MAP3K2 divergent transcript"
"48553","239303_at","PIWIL2","55124","piwi like RNA-mediated gene silencing 2"
"48554","239304_at","MFSD4A","148808","major facilitator superfamily domain containing 4A"
"48555","239305_at","NA","NA","NA"
"48556","239306_at","NA","NA","NA"
"48557","239307_at","NA","NA","NA"
"48558","239308_at","DYRK1A","1859","dual specificity tyrosine phosphorylation regulated kinase 1A"
"48559","239309_at","DLX6","1750","distal-less homeobox 6"
"48560","239310_at","NA","NA","NA"
"48561","239311_at","NA","NA","NA"
"48562","239312_at","NA","NA","NA"
"48563","239313_at","GARS1-DT","401320","GARS1 divergent transcript"
"48564","239314_at","NHLRC3","387921","NHL repeat containing 3"
"48565","239315_at","TCAF2","285966","TRPM8 channel associated factor 2"
"48566","239316_at","CSKMT","751071","citrate synthase lysine methyltransferase"
"48567","239317_at","NA","NA","NA"
"48568","239318_at","FAM118B","79607","family with sequence similarity 118 member B"
"48569","239319_at","NA","NA","NA"
"48570","239320_at","LRRC4B","94030","leucine rich repeat containing 4B"
"48571","239321_at","PTMAP11","441454","prothymosin alpha pseudogene 11"
"48572","239322_at","CEP41","95681","centrosomal protein 41"
"48573","239323_at","LINC01004","100216546","long intergenic non-protein coding RNA 1004"
"48574","239324_at","NA","NA","NA"
"48575","239325_at","DNAJC27-AS1","729723","DNAJC27 antisense RNA 1"
"48576","239326_at","NA","NA","NA"
"48577","239327_at","NA","NA","NA"
"48578","239328_at","NA","NA","NA"
"48579","239329_at","RAB21","23011","RAB21, member RAS oncogene family"
"48580","239330_at","DCAF12L2","340578","DDB1 and CUL4 associated factor 12 like 2"
"48581","239331_at","NA","NA","NA"
"48582","239332_at","LINC02086","105371809","long intergenic non-protein coding RNA 2086"
"48583","239333_x_at","NA","NA","NA"
"48584","239334_at","NA","NA","NA"
"48585","239335_at","ZNF710","374655","zinc finger protein 710"
"48586","239336_at","NA","NA","NA"
"48587","239337_at","NBPF6","653149","NBPF member 6"
"48588","239338_x_at","NA","NA","NA"
"48589","239339_at","ZNF397","84307","zinc finger protein 397"
"48590","239340_at","ZNF536","9745","zinc finger protein 536"
"48591","239341_at","NA","NA","NA"
"48592","239342_at","DGKZ","8525","diacylglycerol kinase zeta"
"48593","239343_at","NA","NA","NA"
"48594","239344_at","LOC102724859","102724859","uncharacterized LOC102724859"
"48595","239345_at","SLC19A3","80704","solute carrier family 19 member 3"
"48596","239346_at","GTF2H3","2967","general transcription factor IIH subunit 3"
"48597","239347_at","NA","NA","NA"
"48598","239348_at","NA","NA","NA"
"48599","239349_at","C1QTNF7","114905","C1q and TNF related 7"
"48600","239350_at","MARVELD3","91862","MARVEL domain containing 3"
"48601","239351_at","NA","NA","NA"
"48602","239352_at","SLC6A15","55117","solute carrier family 6 member 15"
"48603","239353_at","STK32A","202374","serine/threonine kinase 32A"
"48604","239354_at","NA","NA","NA"
"48605","239355_at","GMCL1","64395","germ cell-less 1, spermatogenesis associated"
"48606","239356_at","DOCK9","23348","dedicator of cytokinesis 9"
"48607","239357_at","ATP2B2","491","ATPase plasma membrane Ca2+ transporting 2"
"48608","239358_at","NA","NA","NA"
"48609","239359_at","MARCHF11","441061","membrane associated ring-CH-type finger 11"
"48610","239360_at","LYPLAL1-AS1","102723886","LYPLAL1 antisense RNA 1"
"48611","239361_at","NA","NA","NA"
"48612","239362_at","NAPA-AS1","100505681","NAPA antisense RNA 1"
"48613","239363_at","INIP","58493","INTS3 and NABP interacting protein"
"48614","239364_at","NA","NA","NA"
"48615","239365_at","NA","NA","NA"
"48616","239366_at","NA","NA","NA"
"48617","239367_at","BDNF","627","brain derived neurotrophic factor"
"48618","239368_at","NA","NA","NA"
"48619","239369_at","LCN8","138307","lipocalin 8"
"48620","239370_at","LINC01133","100505633","long intergenic non-protein coding RNA 1133"
"48621","239371_at","NA","NA","NA"
"48622","239372_at","NA","NA","NA"
"48623","239373_at","NA","NA","NA"
